Date,Open,High,Low,Close,Adj Close,Volume
2002-09-06,3.100000,3.233333,3.100000,3.233333,2.689147,91200
2002-09-09,3.250000,3.300000,3.233333,3.266667,2.716871,78000
2002-09-10,3.300000,3.316667,3.273333,3.300000,2.744594,108600
2002-09-11,3.333333,3.350000,3.300000,3.350000,2.786178,7200
2002-09-12,3.366667,3.366667,3.300000,3.300000,2.744594,12000
2002-09-13,3.300000,3.313333,3.300000,3.313333,2.755682,8400
2002-09-16,3.313333,3.333333,3.283333,3.333333,2.772316,30900
2002-09-17,3.250000,3.300000,3.250000,3.300000,2.744594,14400
2002-09-18,3.290000,3.290000,3.290000,3.290000,2.736277,4500
2002-09-19,3.266667,3.266667,3.266667,3.266667,2.716871,18600
2002-09-20,3.216667,3.216667,3.133333,3.133333,2.605977,8100
2002-09-23,3.250000,3.250000,3.233333,3.233333,2.689147,3600
2002-09-24,3.133333,3.133333,3.133333,3.133333,2.605977,6000
2002-09-25,3.200000,3.233333,3.166667,3.200000,2.661424,21000
2002-09-26,3.233333,3.233333,3.233333,3.233333,2.689147,3000
2002-09-27,3.200000,3.200000,3.100000,3.163333,2.630927,18600
2002-09-30,3.100000,3.116667,3.100000,3.116667,2.592116,9300
2002-10-01,3.166667,3.166667,3.166667,3.166667,2.633701,6000
2002-10-02,3.166667,3.166667,3.100000,3.156667,2.625384,26100
2002-10-03,3.183333,3.183333,3.183333,3.183333,2.647562,300
2002-10-04,3.183333,3.183333,3.183333,3.183333,2.647562,1500
2002-10-07,3.133333,3.166667,3.133333,3.166667,2.633701,3000
2002-10-08,3.100000,3.100000,3.083333,3.083333,2.564393,9600
2002-10-09,3.083333,3.100000,3.000000,3.000000,2.495084,57300
2002-10-10,3.000000,3.000000,3.000000,3.000000,2.495084,9000
2002-10-11,3.033333,3.033333,2.983333,3.000000,2.495084,59700
2002-10-14,2.983333,3.000000,2.966667,2.996667,2.492313,40500
2002-10-15,2.933333,2.933333,2.816667,2.883333,2.398054,70800
2002-10-16,2.816667,2.833333,2.750000,2.783333,2.314884,44100
2002-10-17,2.766667,2.766667,2.666667,2.750000,2.287160,29700
2002-10-18,2.750000,2.750000,2.750000,2.750000,2.287160,37200
2002-10-21,2.750000,2.750000,2.633333,2.683333,2.231714,12600
2002-10-22,2.666667,2.700000,2.666667,2.666667,2.217853,32700
2002-10-23,2.600000,2.600000,2.566667,2.600000,2.162406,6300
2002-10-24,2.566667,2.566667,2.400000,2.416667,2.009930,22500
2002-10-25,2.333333,2.400000,2.116667,2.400000,1.996068,131100
2002-10-28,2.500000,2.500000,2.333333,2.333333,1.940621,9600
2002-10-29,2.500000,2.583333,2.433333,2.583333,2.148544,23100
2002-10-30,2.433333,2.550000,2.416667,2.516667,2.093099,34200
2002-10-31,2.516667,2.516667,2.483333,2.500000,2.079237,27000
2002-11-01,2.450000,2.500000,2.450000,2.500000,2.079237,27600
2002-11-04,2.566667,2.566667,2.500000,2.500000,2.079237,13200
2002-11-05,2.500000,2.500000,2.500000,2.500000,2.079237,1500
2002-11-06,2.533333,2.533333,2.533333,2.533333,2.106960,900
2002-11-07,2.566667,2.566667,2.500000,2.500000,2.079237,8100
2002-11-08,2.500000,2.500000,2.500000,2.500000,2.079237,0
2002-11-11,2.566667,2.633333,2.556667,2.633333,2.190130,33600
2002-11-12,2.633333,2.633333,2.633333,2.633333,2.190130,15900
2002-11-13,2.633333,2.793333,2.633333,2.793333,2.323201,114900
2002-11-14,2.793333,2.816667,2.793333,2.816667,2.342608,16200
2002-11-15,2.833333,2.833333,2.800000,2.800000,2.328746,10200
2002-11-18,2.816667,2.833333,2.806667,2.833333,2.356468,37200
2002-11-19,2.800000,2.800000,2.750000,2.756667,2.292707,12600
2002-11-20,2.800000,2.800000,2.800000,2.800000,2.328746,1500
2002-11-21,2.800000,2.800000,2.736667,2.800000,2.328746,49800
2002-11-22,2.746667,2.800000,2.746667,2.800000,2.328746,3600
2002-11-25,2.800000,2.800000,2.800000,2.800000,2.328746,38400
2002-11-26,2.800000,3.116667,2.800000,3.100000,2.578254,822000
2002-11-27,3.100000,3.333333,3.100000,3.333333,2.772316,374400
2002-11-29,3.333333,3.666667,3.333333,3.333333,2.772316,35100
2002-12-02,3.333333,3.400000,3.333333,3.383333,2.813901,50100
2002-12-03,3.383333,3.383333,3.383333,3.383333,2.813901,0
2002-12-04,3.350000,3.416667,3.350000,3.350000,2.786178,7200
2002-12-05,3.350000,3.500000,3.350000,3.500000,2.910933,10500
2002-12-06,3.466667,3.583333,3.466667,3.566667,2.966379,380700
2002-12-09,3.500000,3.583333,3.483333,3.483333,2.897070,76500
2002-12-10,3.550000,3.583333,3.503333,3.533333,2.938655,6000
2002-12-11,3.503333,3.550000,3.503333,3.533333,2.938655,12300
2002-12-12,3.550000,3.733333,3.550000,3.700000,3.077271,23400
2002-12-13,3.650000,3.683333,3.600000,3.666667,3.049548,15600
2002-12-16,3.733333,3.733333,3.683333,3.683333,3.063409,24900
2002-12-17,3.683333,3.733333,3.670000,3.670000,3.052321,13500
2002-12-18,3.670000,3.733333,3.666667,3.683333,3.063409,18600
2002-12-19,3.683333,3.683333,3.500000,3.683333,3.063409,86100
2002-12-20,3.500000,3.500000,3.500000,3.500000,2.910933,4500
2002-12-23,3.550000,3.700000,3.550000,3.600000,2.994102,13500
2002-12-24,3.600000,3.600000,3.600000,3.600000,2.994102,0
2002-12-26,3.516667,3.516667,3.500000,3.500000,2.910933,63000
2002-12-27,3.500000,3.500000,3.500000,3.500000,2.910933,0
2002-12-30,3.600000,3.600000,3.506667,3.506667,2.916477,14400
2002-12-31,3.600000,3.600000,3.333333,3.333333,2.772316,97800
2003-01-02,3.336667,3.483333,3.336667,3.416667,2.841625,9600
2003-01-03,3.420000,3.420000,3.416667,3.416667,2.841625,1800
2003-01-06,3.483333,3.483333,3.466667,3.466667,2.883210,8100
2003-01-07,3.433333,3.443333,3.433333,3.433333,2.855485,6000
2003-01-08,3.433333,3.433333,3.353333,3.400000,2.827762,25200
2003-01-09,3.383333,3.433333,3.066667,3.166667,2.633701,399300
2003-01-10,3.083333,3.250000,3.033333,3.083333,2.564393,15300
2003-01-13,3.083333,3.336667,3.050000,3.336667,2.775089,12900
2003-01-14,3.083333,3.083333,3.033333,3.066667,2.550532,26700
2003-01-15,3.250000,3.266667,3.133333,3.266667,2.716871,72300
2003-01-16,3.283333,3.283333,3.166667,3.250000,2.703009,16500
2003-01-17,3.166667,3.166667,3.166667,3.166667,2.633701,4200
2003-01-21,3.166667,3.250000,3.133333,3.166667,2.633701,61200
2003-01-22,3.116667,3.120000,3.116667,3.116667,2.592116,51000
2003-01-23,3.116667,3.116667,3.083333,3.083333,2.564393,26100
2003-01-24,3.083333,3.096667,3.066667,3.066667,2.550532,43500
2003-01-27,3.066667,3.096667,3.066667,3.096667,2.575483,14700
2003-01-28,3.070000,3.070000,3.066667,3.066667,2.550532,18900
2003-01-29,3.066667,3.066667,3.033333,3.036667,2.525581,111300
2003-01-30,3.036667,3.036667,3.033333,3.033333,2.522808,64500
2003-01-31,3.033333,3.083333,3.033333,3.033333,2.522808,75000
2003-02-03,3.033333,3.083333,3.033333,3.033333,2.522808,17400
2003-02-04,3.033333,3.066667,3.033333,3.066667,2.550532,9600
2003-02-05,3.033333,3.033333,3.033333,3.033333,2.522808,13200
2003-02-06,3.033333,3.033333,3.026667,3.026667,2.517263,60300
2003-02-07,3.033333,3.063333,3.033333,3.063333,2.547759,5400
2003-02-10,3.066667,3.066667,3.000000,3.000000,2.495084,45900
2003-02-11,3.000000,3.000000,2.700000,2.700000,2.245577,67800
2003-02-12,2.716667,2.780000,2.633333,2.633333,2.190130,21900
2003-02-13,2.566667,2.666667,2.566667,2.666667,2.217853,11400
2003-02-14,2.666667,2.666667,2.666667,2.666667,2.217853,6600
2003-02-18,2.666667,2.666667,2.666667,2.666667,2.217853,7200
2003-02-19,2.666667,2.700000,2.650000,2.700000,2.245577,15300
2003-02-20,2.750000,2.750000,2.633333,2.650000,2.203992,7500
2003-02-21,2.633333,2.650000,2.633333,2.650000,2.203992,2700
2003-02-24,2.666667,2.666667,2.633333,2.666667,2.217853,3900
2003-02-25,2.583333,2.583333,2.583333,2.583333,2.148544,600
2003-02-26,2.590000,2.590000,2.590000,2.590000,2.154090,1800
2003-02-27,2.590000,2.650000,2.590000,2.633333,2.190130,21000
2003-02-28,2.590000,2.626667,2.583333,2.583333,2.148544,6900
2003-03-03,2.583333,2.600000,2.583333,2.583333,2.148544,19500
2003-03-04,2.633333,2.633333,2.600000,2.600000,2.162406,17400
2003-03-05,2.600000,2.600000,2.600000,2.600000,2.162406,0
2003-03-06,2.586667,2.633333,2.583333,2.633333,2.190130,6300
2003-03-07,2.553333,2.573333,2.553333,2.573333,2.140228,1200
2003-03-10,2.553333,2.573333,2.553333,2.573333,2.140228,3900
2003-03-11,2.250000,2.336667,2.250000,2.300000,1.912898,64200
2003-03-12,2.333333,2.333333,2.283333,2.300000,1.912898,46500
2003-03-13,2.333333,2.333333,2.333333,2.333333,1.940621,12000
2003-03-14,2.333333,2.333333,2.333333,2.333333,1.940621,900
2003-03-17,2.333333,2.333333,2.333333,2.333333,1.940621,18000
2003-03-18,2.333333,2.400000,2.316667,2.400000,1.996068,24300
2003-03-19,2.400000,2.400000,2.333333,2.396667,1.993296,19200
2003-03-20,2.333333,2.383333,2.333333,2.383333,1.982206,6600
2003-03-21,2.300000,2.350000,2.300000,2.333333,1.940621,29700
2003-03-24,2.316667,2.316667,2.316667,2.316667,1.926760,900
2003-03-25,2.366667,2.383333,2.333333,2.333333,1.940621,5100
2003-03-26,2.333333,2.333333,2.316667,2.333333,1.940621,9000
2003-03-27,2.333333,2.333333,2.333333,2.333333,1.940621,4500
2003-03-28,2.316667,2.316667,2.316667,2.316667,1.926760,300
2003-03-31,2.316667,2.333333,2.316667,2.316667,1.926760,24600
2003-04-01,2.333333,2.333333,2.316667,2.333333,1.940621,2700
2003-04-02,2.333333,2.333333,2.333333,2.333333,1.940621,0
2003-04-03,2.316667,2.316667,2.166667,2.166667,1.802006,5100
2003-04-04,2.170000,2.170000,2.000000,2.000000,1.663390,206100
2003-04-07,2.010000,2.083333,2.010000,2.050000,1.704975,29400
2003-04-08,2.050000,2.066667,2.050000,2.066667,1.718837,14100
2003-04-09,2.056667,2.056667,1.773333,1.790000,1.488734,315900
2003-04-10,1.833333,1.866667,1.820000,1.833333,1.524773,61800
2003-04-11,1.800000,1.800000,1.773333,1.773333,1.474872,36000
2003-04-14,1.800000,1.800000,1.750000,1.773333,1.474872,125400
2003-04-15,1.766667,1.766667,1.716667,1.760000,1.463783,205800
2003-04-16,1.750000,1.750000,1.726667,1.750000,1.455466,62400
2003-04-17,1.750000,1.750000,1.736667,1.750000,1.455466,49500
2003-04-21,1.750000,1.750000,1.733333,1.750000,1.455466,830700
2003-04-22,1.750000,1.766667,1.733333,1.766667,1.469328,273000
2003-04-23,1.750000,1.750000,1.740000,1.750000,1.455466,84600
2003-04-24,1.750000,1.750000,1.740000,1.750000,1.455466,123300
2003-04-25,1.750000,1.966667,1.750000,1.966667,1.635667,133200
2003-04-28,1.900000,1.960000,1.900000,1.906667,1.585765,99900
2003-04-29,1.883333,2.066667,1.850000,2.013333,1.674479,221700
2003-04-30,2.000000,2.100000,2.000000,2.100000,1.746559,258600
2003-05-01,2.150000,2.150000,2.066667,2.066667,1.718837,80700
2003-05-02,2.083333,2.163333,2.083333,2.150000,1.788144,120000
2003-05-05,2.163333,2.163333,2.116667,2.116667,1.760421,9000
2003-05-06,2.133333,2.133333,2.133333,2.133333,1.774282,30600
2003-05-07,2.133333,2.133333,2.133333,2.133333,1.774282,2700
2003-05-08,2.100000,2.133333,2.100000,2.130000,1.771510,47700
2003-05-09,2.086667,2.100000,2.083333,2.083333,1.732697,17700
2003-05-12,2.130000,2.130000,2.100000,2.110000,1.754876,108900
2003-05-13,2.123333,2.123333,2.100000,2.100000,1.746559,30600
2003-05-14,2.100000,2.123333,2.100000,2.116667,1.760421,151800
2003-05-15,2.100000,2.136667,2.100000,2.116667,1.760421,47100
2003-05-16,2.100000,2.133333,2.100000,2.100000,1.746559,31500
2003-05-19,2.116667,2.116667,2.116667,2.116667,1.760421,300
2003-05-20,2.106667,2.110000,2.066667,2.066667,1.718837,165000
2003-05-21,2.056667,2.060000,2.033333,2.050000,1.704975,161400
2003-05-22,2.036667,2.040000,2.023333,2.023333,1.682796,42300
2003-05-23,2.016667,2.023333,1.953333,1.953333,1.624577,105000
2003-05-27,1.983333,1.983333,1.966667,1.966667,1.635667,17100
2003-05-28,1.983333,2.000000,1.983333,2.000000,1.663390,6900
2003-05-29,1.983333,2.016667,1.966667,2.016667,1.677252,65700
2003-05-30,2.003333,2.066667,2.003333,2.066667,1.718837,135600
2003-06-02,2.066667,2.106667,2.066667,2.106667,1.752104,17400
2003-06-03,2.100000,2.100000,2.066667,2.066667,1.718837,32400
2003-06-04,2.083333,2.083333,2.066667,2.066667,1.718837,79200
2003-06-05,2.083333,2.100000,2.050000,2.100000,1.746559,23100
2003-06-06,2.066667,2.150000,2.066667,2.130000,1.771510,51600
2003-06-09,2.106667,2.130000,2.096667,2.100000,1.746559,28200
2003-06-10,2.100000,2.133333,2.100000,2.100000,1.746559,52800
2003-06-11,2.100000,2.116667,2.073333,2.073333,1.724381,27300
2003-06-12,2.100000,2.100000,2.080000,2.080000,1.729925,97800
2003-06-13,2.100000,2.133333,2.080000,2.133333,1.774282,74100
2003-06-16,2.133333,2.450000,2.133333,2.433333,2.023790,247500
2003-06-17,2.466667,2.566667,2.333333,2.333333,1.940621,73500
2003-06-18,2.350000,2.466667,2.350000,2.366667,1.968345,115500
2003-06-19,2.373333,2.406667,2.300000,2.300000,1.912898,66600
2003-06-20,2.383333,2.383333,2.366667,2.383333,1.982206,66000
2003-06-23,2.366667,2.366667,2.300000,2.333333,1.940621,39300
2003-06-24,2.366667,2.383333,2.350000,2.383333,1.982206,32400
2003-06-25,2.383333,2.383333,2.366667,2.366667,1.968345,8700
2003-06-26,2.383333,2.600000,2.383333,2.600000,2.162406,142500
2003-06-27,2.650000,2.916667,2.603333,2.750000,2.287160,167400
2003-06-30,2.816667,2.816667,2.683333,2.683333,2.231714,60900
2003-07-01,2.683333,2.696667,2.583333,2.583333,2.148544,67500
2003-07-02,2.650000,2.716667,2.650000,2.716667,2.259438,71400
2003-07-03,2.666667,2.750000,2.666667,2.750000,2.287160,128700
2003-07-07,2.716667,2.716667,2.666667,2.666667,2.217853,21300
2003-07-08,2.700000,2.866667,2.666667,2.866667,2.384193,236400
2003-07-09,2.933333,3.166667,2.916667,3.093333,2.572710,194100
2003-07-10,3.130000,3.130000,3.000000,3.016667,2.508946,112200
2003-07-11,3.060000,3.066667,3.053333,3.053333,2.539442,82500
2003-07-14,3.066667,3.183333,3.066667,3.183333,2.647562,158100
2003-07-15,3.250000,3.333333,3.233333,3.253333,2.705781,91800
2003-07-16,3.300000,3.366667,3.170000,3.170000,2.636472,94800
2003-07-17,3.033333,3.033333,2.916667,3.016667,2.508946,97500
2003-07-18,2.966667,2.966667,2.750000,2.966667,2.467362,49800
2003-07-21,2.966667,2.966667,2.866667,2.866667,2.384193,4200
2003-07-22,2.866667,2.866667,2.750000,2.766667,2.301023,33900
2003-07-23,2.783333,2.816667,2.783333,2.816667,2.342608,15900
2003-07-24,2.816667,2.816667,2.816667,2.816667,2.342608,300
2003-07-25,2.816667,2.816667,2.816667,2.816667,2.342608,2700
2003-07-28,2.850000,2.850000,2.816667,2.833333,2.356468,3300
2003-07-29,2.816667,2.850000,2.810000,2.850000,2.370329,180600
2003-07-30,2.833333,2.933333,2.833333,2.866667,2.384193,13200
2003-07-31,2.833333,2.900000,2.833333,2.866667,2.384193,11700
2003-08-01,2.850000,2.866667,2.833333,2.833333,2.356468,78300
2003-08-04,2.816667,2.833333,2.750000,2.750000,2.287160,55500
2003-08-05,2.816667,2.816667,2.716667,2.716667,2.259438,32400
2003-08-06,2.733333,2.733333,2.333333,2.333333,1.940621,56700
2003-08-07,2.266667,2.310000,2.166667,2.216667,1.843591,130500
2003-08-08,2.183333,2.333333,2.166667,2.333333,1.940621,46500
2003-08-11,2.333333,2.383333,2.330000,2.383333,1.982206,61500
2003-08-12,2.400000,2.416667,2.396667,2.416667,2.009930,18900
2003-08-13,2.416667,2.466667,2.400000,2.400000,1.996068,13500
2003-08-14,2.383333,2.466667,2.383333,2.466667,2.051514,2700
2003-08-15,2.353333,2.483333,2.353333,2.483333,2.065376,9600
2003-08-18,2.450000,2.483333,2.383333,2.383333,1.982206,34200
2003-08-19,2.366667,2.400000,2.233333,2.333333,1.940621,95400
2003-08-20,2.300000,2.333333,2.300000,2.333333,1.940621,600
2003-08-21,2.366667,2.416667,2.366667,2.400000,1.996068,21900
2003-08-22,2.383333,2.433333,2.366667,2.433333,2.023790,17400
2003-08-25,2.383333,2.383333,2.370000,2.370000,1.971117,34500
2003-08-26,2.370000,2.413333,2.370000,2.413333,2.007157,7800
2003-08-27,2.413333,2.413333,2.370000,2.400000,1.996068,21000
2003-08-28,2.370000,2.370000,2.370000,2.370000,1.971117,600
2003-08-29,2.400000,2.416667,2.383333,2.416667,2.009930,19200
2003-09-02,2.383333,2.500000,2.383333,2.500000,2.079237,8100
2003-09-03,2.500000,2.500000,2.483333,2.500000,2.079237,6900
2003-09-04,2.533333,2.600000,2.516667,2.516667,2.093099,30900
2003-09-05,2.516667,2.550000,2.516667,2.550000,2.120822,23400
2003-09-08,2.553333,2.566667,2.550000,2.550000,2.120822,30000
2003-09-09,2.550000,2.550000,2.533333,2.540000,2.112506,40200
2003-09-10,2.550000,2.550000,2.533333,2.550000,2.120822,4200
2003-09-11,2.550000,2.550000,2.533333,2.533333,2.106960,1200
2003-09-12,2.533333,2.633333,2.533333,2.583333,2.148544,76200
2003-09-15,2.566667,2.566667,2.566667,2.566667,2.134684,5700
2003-09-16,2.633333,2.666667,2.600000,2.616667,2.176268,42000
2003-09-17,2.633333,2.666667,2.633333,2.666667,2.217853,36300
2003-09-18,2.666667,2.833333,2.666667,2.750000,2.287160,90900
2003-09-19,2.700000,2.750000,2.700000,2.716667,2.259438,10500
2003-09-22,2.700000,2.766667,2.666667,2.766667,2.301023,103200
2003-09-23,2.796667,2.833333,2.766667,2.800000,2.328746,63900
2003-09-24,2.783333,2.800000,2.783333,2.800000,2.328746,38400
2003-09-25,2.783333,2.800000,2.766667,2.766667,2.301023,78000
2003-09-26,2.766667,2.766667,2.700000,2.750000,2.287160,28200
2003-09-29,2.683333,2.683333,2.683333,2.683333,2.231714,7800
2003-09-30,2.683333,2.700000,2.683333,2.683333,2.231714,38700
2003-10-01,2.700000,2.700000,2.683333,2.700000,2.245577,5100
2003-10-02,2.700000,2.700000,2.700000,2.700000,2.245577,0
2003-10-03,2.683333,2.700000,2.683333,2.690000,2.237260,23100
2003-10-06,2.690000,2.700000,2.690000,2.696667,2.242804,30000
2003-10-07,2.696667,2.700000,2.666667,2.666667,2.217853,9600
2003-10-08,2.686667,2.716667,2.686667,2.716667,2.259438,9900
2003-10-09,2.716667,2.716667,2.683333,2.716667,2.259438,23700
2003-10-10,2.723333,2.733333,2.700000,2.706667,2.251122,18900
2003-10-13,2.700000,2.733333,2.700000,2.706667,2.251122,54600
2003-10-14,2.733333,2.816667,2.723333,2.816667,2.342608,102600
2003-10-15,2.816667,2.833333,2.800000,2.833333,2.356468,27000
2003-10-16,2.833333,2.883333,2.830000,2.883333,2.398054,44400
2003-10-17,2.900000,2.966667,2.900000,2.960000,2.461817,45000
2003-10-20,2.933333,3.033333,2.933333,2.966667,2.467362,47700
2003-10-21,2.983333,2.983333,2.940000,2.983333,2.481224,31200
2003-10-22,2.996667,2.996667,2.940000,2.940000,2.445184,21000
2003-10-23,2.940000,2.950000,2.940000,2.940000,2.445184,26100
2003-10-24,2.940000,2.940000,2.940000,2.940000,2.445184,13800
2003-10-27,2.950000,2.950000,2.933333,2.933333,2.439638,95700
2003-10-28,2.933333,2.966667,2.933333,2.933333,2.439638,11100
2003-10-29,2.966667,2.966667,2.933333,2.933333,2.439638,24600
2003-10-30,2.933333,2.950000,2.933333,2.933333,2.439638,19800
2003-10-31,2.966667,2.966667,2.933333,2.933333,2.439638,27600
2003-11-03,2.933333,2.933333,2.916667,2.916667,2.425777,15000
2003-11-04,2.940000,2.983333,2.933333,2.963333,2.464588,75600
2003-11-05,2.983333,2.983333,2.970000,2.983333,2.481224,33000
2003-11-06,2.983333,3.033333,2.976667,3.016667,2.508946,185400
2003-11-07,3.033333,3.050000,3.006667,3.050000,2.536669,34500
2003-11-10,3.050000,3.066667,3.040000,3.040000,2.528352,10200
2003-11-11,3.046667,3.116667,3.046667,3.083333,2.564393,55500
2003-11-12,3.033333,3.083333,3.033333,3.066667,2.550532,62700
2003-11-13,3.060000,3.066667,3.060000,3.066667,2.550532,42000
2003-11-14,3.083333,3.100000,3.083333,3.083333,2.564393,9300
2003-11-17,3.066667,3.066667,3.033333,3.033333,2.522808,44100
2003-11-18,3.036667,3.036667,3.033333,3.033333,2.522808,18000
2003-11-19,3.016667,3.016667,3.016667,3.016667,2.508946,6000
2003-11-20,3.016667,3.016667,3.000000,3.000000,2.495084,14700
2003-11-21,3.033333,3.033333,3.000000,3.000000,2.495084,44700
2003-11-24,3.016667,3.016667,3.000000,3.000000,2.495084,13500
2003-11-25,3.000000,3.000000,2.916667,3.000000,2.495084,94800
2003-11-26,2.933333,2.950000,2.933333,2.950000,2.453500,3900
2003-11-28,2.953333,2.966667,2.950000,2.966667,2.467362,12000
2003-12-01,2.950000,2.950000,2.950000,2.950000,2.453500,4200
2003-12-02,2.950000,2.950000,2.950000,2.950000,2.453500,6900
2003-12-03,2.916667,2.916667,2.916667,2.916667,2.425777,300
2003-12-04,2.916667,2.916667,2.916667,2.916667,2.425777,4500
2003-12-05,2.916667,3.016667,2.916667,3.000000,2.495084,35100
2003-12-08,2.950000,2.950000,2.950000,2.950000,2.453500,600
2003-12-09,2.916667,2.933333,2.916667,2.916667,2.425777,6600
2003-12-10,2.916667,2.950000,2.833333,2.850000,2.370329,27000
2003-12-11,2.950000,2.950000,2.866667,2.866667,2.384193,6600
2003-12-12,2.866667,2.866667,2.866667,2.866667,2.384193,0
2003-12-15,2.900000,2.900000,2.833333,2.833333,2.356468,118200
2003-12-16,2.853333,2.866667,2.850000,2.850000,2.370329,8400
2003-12-17,2.850000,2.850000,2.850000,2.850000,2.370329,34200
2003-12-18,2.850000,2.866667,2.850000,2.850000,2.370329,19500
2003-12-19,2.866667,2.966667,2.833333,2.966667,2.467362,130500
2003-12-22,2.883333,2.983333,2.883333,2.916667,2.425777,9600
2003-12-23,2.983333,3.000000,2.950000,3.000000,2.495084,10500
2003-12-24,2.950000,3.100000,2.950000,3.000000,2.495084,41400
2003-12-26,3.083333,3.166667,3.070000,3.070000,2.553303,23400
2003-12-29,3.100000,3.116667,3.070000,3.100000,2.578254,23700
2003-12-30,3.070000,3.116667,3.070000,3.070000,2.553303,19800
2003-12-31,3.116667,3.166667,3.066667,3.150000,2.619839,27900
2004-01-02,3.000000,3.083333,3.000000,3.083333,2.564393,2700
2004-01-05,3.000000,3.066667,2.866667,2.916667,2.425777,37800
2004-01-06,2.916667,2.933333,2.916667,2.933333,2.439638,11700
2004-01-07,2.916667,2.916667,2.916667,2.916667,2.425777,65100
2004-01-08,2.916667,3.083333,2.916667,3.066667,2.550532,38400
2004-01-09,3.083333,3.500000,3.066667,3.443333,2.863802,179400
2004-01-12,3.566667,4.200000,3.566667,3.783333,3.146579,419400
2004-01-13,3.816667,3.816667,3.633333,3.633333,3.021824,9900
2004-01-14,3.766667,3.766667,3.516667,3.533333,2.938655,67800
2004-01-15,3.633333,3.656667,3.616667,3.650000,3.035687,36600
2004-01-16,3.650000,3.650000,3.583333,3.600000,2.994102,65400
2004-01-20,3.600000,3.676667,3.600000,3.666667,3.049548,104400
2004-01-21,3.666667,3.666667,3.640000,3.650000,3.035687,87900
2004-01-22,3.656667,3.683333,3.650000,3.650000,3.035687,153900
2004-01-23,3.683333,3.683333,3.466667,3.466667,2.883210,77400
2004-01-26,3.533333,3.583333,3.483333,3.500000,2.910933,21000
2004-01-27,3.466667,3.466667,3.416667,3.420000,2.844397,46800
2004-01-28,3.420000,3.420000,3.150000,3.166667,2.633701,67800
2004-01-29,3.116667,3.166667,2.916667,2.916667,2.425777,111900
